BOOK I	FYRRI ÞÁTTUR
I must therefore stop at the post-houses only long enough to change horses, and must travel day and night."	Þess vegna stanza ég hvergi, nema til að hafa hestaskifti, en ég held áfram dag og nótt samfleytt«.
"That is exactly what we intend doing," replied Blount.	»Það er nú einmitt okkar fyrirætlun líka«, svaraði Englendingurinn.
"Good," replied Michael; "but do not lose an instant.	»Ágætt«, svaraði Strogoff. »En látið þá tímann ekki líða.
Buy or hire a carriage whose-"	Kaupið eða leigið vagn undir eins - -«.
Three strong swift horses were taking her across that land of exile where her parent was condemned to live, for how long she knew not, and so far from his native land.	Þrír efldir hestar þeyttu henni áfram austur um útlaga-landið, sem faðir hennar bjó í um óvissan árafjölda, svo langt í burtu frá föðurlandi og æskustöðvum.
But she scarcely noticed those long steppes over which the tarantass was rolling, and which at one time she had despaired of ever seeing, for her eyes were gazing at the horizon, beyond which she knew her banished father was.	Hún sá ekki einu sinni hina öldumynduðu sléttu, er vagninn hennar var að veltast eftir, því að augu hennar störðu austur á takmörk sjóndeildarhringsins, þar sem faðir hennar var einhversstaðar langt, langt fyrir austan.
She saw nothing of the country across which she was traveling at the rate of fifteen versts an hour;	Hún þokaðist nær takmarkinu sem styttist um 15 verstir á hverri klukkustund, og um annað hugsaði hún ekki, en að ná því, og sá þess vegna ekkert af Vestur-Síberíu-sléttunni, sem er svo ólík Austur-Síberíu.
Her father's image faded away, and was replaced by that of her generous companion as he first appeared on the Vladimir railroad.	komu hans á lögregluskrifstofuna; um það, hve blátt áfram hann var, þegar hann kallaði hana »systir« í fyrsta skifti;
She recalled his attentions during that journey, his arrival at the police-station, the hearty simplicity with which he had called her sister, his kindness to her in the descent of the Volga, and then all that he did for her on that terrible night of the storm in the Urals, when he saved her life at the peril of his own.	hve góður hann var á leiðinni niður eftir Volgu, og að síðustu hugsaði hún um allt, sem hann gerði fyrir hana í voða-veðrinu og hennar hræðilegu raunum uppi á fjöllunum, þegar hann forðaði lífi hennar með því, að leggja sitt í sölurnar.
Thus Nadia thought of Michael. She thanked God for having given her such a gallant protector, a friend so generous and wise.	Þannig hugsaði Nadía um Strogoff og hún þakkaði Guði fyrir að hafa sent sér svo öruggan verndara, svo gáfaðan, svo góðan vin.
She knew that she was safe with him, under his protection.	Hún var óhrædd undir hans verndarhendi.
No brother could have done more than he.	Enginn bróðir gat verið systur sinni betri, eða gert meira fyrir hana.
All obstacles seemed cleared away; the performance of her journey was but a matter of time.	Allar torfærur virtust yfirstignar og því ekki nema tímaspursmál að ná takmarkinu.
Michael remained buried in thought.	Strogoff sat lengi hugsandi og þögull.
Was she not indeed his sister?	Var hún ekki í anda og sannleika systir hans?
His feeling towards his beautiful and brave companion was rather respect than affection.	Enn fremur var það virðing en ást, sem hreyfði sér hjá honum, þegar hann hugsaði um hana.
He felt that hers was one of those pure and rare hearts which are held by all in high esteem.	Hann viðurkenndi, að hún var ein af þeim hreinu og góðu sálum, er öllum þykir vænt um.
However, Michael's dangers were now beginning, since he had reached Siberian ground.	Jafnframt hugsaði hann um það, að nú voru hættur hans eiginlega að byrja, því nú var hann í Síberíu.
If the reporters were not mistaken, if Ivan Ogareff had really passed the frontier, all his actions must be made with extreme caution.	Ef fregnritararnir sögðu satt og ef Ivan Ogareff var virkilega kominn austuryfir landamærin, þá reið nú á að vera varkár.
Things were now altered; Tartar spies swarmed in the Siberian provinces.	Allt var öfugt við venjuna, og Tartara-njósnarar voru í hópum hvarvetna, í héruðunum.
His incognito once discovered, his character as courier of the Czar known, there was an end of his journey, and probably of his life.	Rofnaði dularbúningur hans og kæmist það upp, að hann væri sendiboði keisarans, var búið með ferð hans og líf hans eins víst á enda.
Michael felt now more than ever the weight of his responsibility.	Af þessu leiddi að Strogoff fann meir til þunga ábyrgðar sinnar nú en áður.
While such were the thoughts of those occupying the first carriage, what was happening in the second?	En hvað gerðist svo í hinum vagninum á meðan á þessu stóð?
Nothing out of the way.	Ekkert sérstakt.
Alcide spoke in sentences; Blount replied by monosyllables.	Frakkinn talaði í löngum setningum, og Englendingurinn svaraði með einsatkvæðisorðum.
Each looked at everything in his own light, and made notes of such incidents as occurred on the journey-few and but slightly varied-while they crossed the provinces of Western Siberia.	Hvor um sig leit á hlutina með sínum sérstöku augum, og hvor um sig reit í bók sína samkvæmt því, um allt, sem bar fyrir augun, og sem var fátt sérlegt á þessari ferð um Vestur-Síberíuslétturnar.
At each relay the reporters descended from their carriage and found themselves with Michael. Except when meals were to be taken at the post-houses, Nadia did not leave the tarantass.	Á hverri póststöð stigu þeir fregnritarnir og Strogoff úr vögnunum, en Nadía ekki, nema þegar hún mátti til með að taka sér máltíð.
When obliged to breakfast or dine, she sat at table, but was always very reserved, and seldom joined in conversation.	Hún sat þá við borðið með þeim, en vildi aldrei gefa, sig á tal við þá.
Then the hurried meal over-always much too hurried to agree with Blount, who was a methodical eater-they started, and were driven as eagles, for they paid like princes.	Og svo af stað aftur, og áfram þeyttust þeir svo eins og »arar«, enda borguðu þeir fyrir eins og furstar, og eins og Frakkinn sagði: »í glóandi rússneskum örum«.
The tarantass was going straight for Ichim, where the two correspondents intended to stop, if nothing happened to make them alter their plans.	Í Ishim ætluðu fregnritararnir að staðnæmast um stund, ef ekkert nýtt bæri til að breyta skoðun þeirra.
This was neither a tarantass nor a telga, but a post-berlin, which looked as if it had made a long journey.	Það var berlin-vagn þetta, en ekki óbrotin tarantass eða telga, allur mógrár af ryki, eins og hann hefði farið langa leið.
Michael Strogoff came up first. As he passed, a head was thrust out of the window of the berlin.	Strogoffs vagn var á undan, og er hann fór fram hjá, sá hann mannshöfuð gægjast út úr berlin-vagninum.
The town itself was menaced by the Tartar vanguard;	Þorpið Ishim sjálft var enda í voða sjálft fyrir útvarða-flokkum meginhers Tartaranna.
and two days before the authorities had been obliged to retreat to Tobolsk.	Og tveimur dögum áður neyddust umboðsmenn stjórnarinnar og valdsmenn allir til að taka sig upp og flýja til Tobolsk, í þeirri von, að þar væri öruggara vígi.
There was not an officer nor a soldier left in Ichim.	Eftir var því í Ishim ekki eitt einasta yfirvald og ekki einn einasti hermaður.
In ten minutes Michael was told that his tarantass was ready to start. "Good," said he.	Innan tíu mínútna var Strogoff tilkynnt, að vagninn væri tilbúinn.
Then turning to the two reporters: "Well, gentlemen, the time is come for us to separate." "What, Mr. Korpanoff," said Alcide Jolivet, "shall you not stop even for an hour at Ichim?"	Þótti honum vænt um það og gekk til fregnritanna til að kveðja þá, því samferðinni var nú lokið. »Er það virkilega, herra Korpanoff, að þú standir ekki við svo mikið, sem eina klukkustund í Ishim?« spurði Frakkinn.
"It is possible that we shall meet you again in a few days at Omsk," added Blount.	»Það er ekki óhugsandi, að við hittumst aftur, - í Omsk«, sagði Englendingurinn.
"Well, I wish you a safe journey, Mr. Korpanoff," said Alcide, "and Heaven preserve you from telgas."	»Já, farðu vel, herra Korpanoff«, sagði Frakkinn, »og ég bið skaparann að forða þér frá öllum telgu-vögnum«.
The two reporters held out their hands to Michael with the intention of cordially shaking his, when the sound of a carriage was heard outside.	Fréttaritararnir réttu fram hendurnar til að kveðja Strogoff, og í því heyrðist vagnskrölt úti fyrir.
Almost immediately the door was flung open and a man appeared.	Á næsta augnabliki var dyrunum hrundið upp og maður gekk inn.
"I have no more disposable horses," answered the postmaster, bowing.	»Ég hefi ekki fleiri hesta ferðbúna í kvöld«, sagði póstmeistarinn og hneigði sig.
"I must have some this moment."	»Ég verð að fá hestana undir eins«.
"It is impossible."	»Það er ómögulegt!«
"What are those horses which have just been harnessed to the tarantass I saw at the door?"	»Hvaða hestar eru það, sem núna var verið að setja fyrir tarantass-vagn hérna fyrir utan dyrnar?«
"They belong to this traveler," answered the postmaster, pointing to Michael Strogoff.	»Þeir eru leigðir þessum manni«, sagði póstmaðurinn og benti á Strogoff.
"Take them out!" said the traveler in a tone which admitted of no reply.	»Takið þá frá honum!« sagði komumaður byrstur, og stóð póstmeistarin þá ráðþrota.
Michael then advanced. "These horses are engaged by me," he said.	Strogoff gekk þá fram og sagði að hestarnir væru sínir hestar nú.
"What does that matter?	»Það er mér sama!
I must have them.	Ég vil fá þá.
Come, be quick; I have no time to lose."	Fljótt nú, ég má ekki tefja!«
"I have no time to lose either," replied Michael, restraining himself with difficulty.	»Ég má heldur ekki tefja«, sagði Strogoff svo stillilega sem hann gat, en bágt átti hann með sig.
Nadia was near him, calm also, but secretly uneasy at a scene which it would have been better to avoid.	Nadía stóð hjá honum stillt líka, en hrædd og kvíðandi.
Michael hesitated an instant.	En Strogoff var ráðþrota líka.
He did not wish to make use of his podorojna, which would have drawn attention to him, and he was most unwilling also, by giving up his horses, to delay his journey, and yet he must not engage in a struggle which might compromise his mission.	Hann vildi ekki taka upp vegabréf sitt vegna grunseminnar, sem það gat kveikt. Hann var jafn óviljugur að lenda í deilum, sem óséð var hvern enda hefðu, þó vildi hann ekki sleppa hestunum og þurfa svo að bíða næturlangt.
The two reporters looked at him ready to support him should he appeal to them.	Fregnritarnir stóðu agndofa, en horfðu á Strogoff og voru tilbúnir, að veita honum drengilegt lið, ef á þyrfti að halda.
"My horses will remain in my carriage," said Michael, but without raising his tone more than would be suitable for a plain Irkutsk merchant.	»Mínir hestar verða kyrrir fyrir mínum vagni«, sagði hann, en þó ekki svo djarfmannlega, að ósamboðið væri undirgefnum kaupmanni í Irkutsk.
The traveler advanced towards Michael and laid his hand heavily on his shoulder. "Is it so?" he said roughly.	Aðkomumaðurinn gekk til Strogoffs, studdi hendi sinni þétt á öxl honum og sagði spyrjandi: »Það er svo!
