Closing the Loop for ALMA	ALMA nær mikilvægum áfanga
“We think there are only about 100 bright quasars with redshift higher than 7 over the whole sky,” concludes Daniel Mortlock, the leading author of the paper.	„Við teljum að það séu aðeins um 100 björt dulstirni með rauðvik 7 á allri himinhvelfingunni“ segir Daniel Mortlock, aðalhöfundur greinarinnar.
“Finding this object required a painstaking search, but it was worth the effort to be able to unravel some of the mysteries of the early Universe.”	„Uppgötvun þessa dulstirnis krafðist ítarlegrar leitar en laun erfiðisins er hve margt það getur kennt okkur um hinn unga alheim.“
Notes	Skýringar
[1] About 300 000 years after the Big Bang, which occurred 13.7 billion years ago, the Universe had cooled down enough to allow electrons and protons to combine into neutral hydrogen (a gas without electric charge).	[1] Um það bil 300.000 árum eftir Miklahvell, sem varð fyrir 13,7 milljörðum ára, hafði alheimurinn kólnað nógu mikið til þess að rafeindir og róteindir gátu bundist og myndað óhlaðið vetni (gas án rafhleðslu).
This cool dark gas permeated the Universe until the first stars started forming about 100 to 150 million years later.	Þetta kalda, dimma gas fyllti alheiminn uns fyrstu stjörnurnar hófu að myndast, 100 til 150 milljón árum síðar.
Their intense ultraviolet radiation slowly split the hydrogen atoms back into protons and electrons, a process called reionisation, making the Universe more transparent to ultraviolet light.	Stjörnurnar gáfu frá sér sterkt útfjólublátt ljós sem losaðir rafeindirnar aftur frá róteindunum í ferli sem kallast endurjónun og gerði alheiminn gegnsæjan í útfjólubláu ljósi.
It is believe that this era occurred between about 150 million to 800 million years after the Big Bang.	Talið er að þetta skeið hafi staðið yfir frá um 150 til 800 milljón árum eftir Miklahvell.
[2] The object was found using data from the UKIDSS Large Area Survey, or ULAS.	[2] Dulstirnið fannst í gögnum frá UKIDSS Large Area Survey eða ULAS.
The numbers and prefix ‘J refer to the quasars position in the sky.	Tölustafirnir og bókstafurinn „J“ vísa til staðsetningar dulstirnisins á himinhvolfinu.
[3] Because light travels at a finite speed, astronomers look back in time as they look further away into the Universe.	[3] Ljós ferðast með endanlegum hraða og horfa stjörnufræðingar þess vegna alltaf aftur í tímann þegar horft er út í alheiminn.
It took 12.9 billion years for the light from ULAS J1120+0641 to travel to telescopes on Earth so the quasar is seen as it was when the Universe was only 770 million years old.	Ljósið frá ULAS J1120+0641 var 12,9 milljarða ára að ferðast til jarðar svo við sjáum dulstirnið þegar alheimurinn var aðeins 770 milljón ára gamall.
In those 12.9 billion years, the Universe expanded and the light from the object stretched as a result.	Á þessum 12,9 milljörðum ára hefur alheimurinn þanist út og ljósgeislar teygst af þeim sökum.
The cosmological redshift, or simply redshift, is a measure of the total stretching the Universe underwent between the moment when the light was emitted and the time when it was received.	Rauðvikið segir til um hve mikið alheimurinn hefur þanist út frá þeirri stundu þegar ljósið lagði af stað og þangað til það barst til okkar.
[4] UKIRT is the United Kingdom Infrared Telescope.	[4] UKIRT stendur fyrir United Kingdom Infrared Telescope.
It is owned by the UKs Science and Technology Facilities Council and operated by the staff of the Joint Astronomy Centre in Hilo, Hawaii.	Hann er í eigu Science and Technology Facilities Council í Bretlandi og starfræktur af starfsmönnum Joint Astronomy Center í Hilo á Hawaii.
[5] FORS2 is the VLTs FOcal Reducer and low dispersion Spectrograph.	[5] FORS 2 (FOcal Reducer and low dispersion Spectrograph) er litrófsriti á VLT.
Other instruments used to split up the light of the object were the Gemini Multi-Object Spectrograph (GMOS) and the Gemini Near-Infrared Spectrograph (GNIRS). The Liverpool Telescope, the Isaac Newton Telescope and the UK Infrared Telescope (UKIRT) were also used to confirm survey measurements.	Gemini Multi-Object Spectrograph (GMOS) og Gemini Near-infrared Spectrograph (GNIRS) voru einnig notuð til að gera litrófsmælingar en Liverpool sjónaukinn, Isaac Newton sjónaukinn og breski innrauðu sjónaukinn (UKIRT) voru einnig notaðir til að staðfesta mælingarnar.
Hydrogen Peroxide Found in Space	Vetnisperoxíð fundið í geimnum
Molecules of hydrogen peroxide have been found for the first time in interstellar space.	Í fyrsta sinn hafa vetnisperoxíðssameindir fundist í geimnum.
The discovery gives clues about the chemical link between two molecules critical for life:	Með uppgötvuninni fást vísbendingar um efnafræðileg tengsl milli tveggja sameinda sem eru lífi nauðsynlegar:
water and oxygen.	Vatns og súrefnis.
On Earth, hydrogen peroxide plays a key role in the chemistry of water and ozone in our planets atmosphere, and is familiar for its use as a disinfectant or to bleach hair blonde.	Á jörðinni leikur vetnisperoxíð lykilhlutverk í efnafræði vatns og ósons í lofthjúpi jarðar en margir kannast við sameindina í sótthreinsiefnum eða bleikiefnum.
Now it has been detected in space by astronomers using the ESO-operated APEX telescope in Chile.	Nú hafa stjörnufræðingar fundið sameindina í geimnum með hjálp APEX sjónaukans sem ESO starfrækir í Chile.
An international team of astronomers made the discovery with the Atacama Pathfinder Experiment telescope (APEX), situated on the 5000-metre-high Chajnantor plateau in the Chilean Andes.	Alþjóðlegur hópur stjarnvísindamanna gerði uppgötvunina með Atacama Pathfinder Experiment sjónaukanum (APEX) sem staðsettur er á hinni 5.000 metra háu Chajnantor sléttu í Andesfjöllunum í Chile.
They observed a region in our galaxy close to the star Rho Ophiuchi, about 400 light-years away.	Hópurinn rannsakaði svæði í vetrarbrautinni okkar sem er nálægt stjörnunni ró í Naðurvalda (Rho Ophiuchi) og er í um 400 ljósára fjarlægð.
The region contains very cold (around -250 degrees Celsius), dense clouds of cosmic gas and dust, in which new stars are being born.	Á svæðinu er mjög kalt (um -250 gráður á Celsíus) og þétt ský úr gasi og ryki þar sem nýjar stjörnur eru að myndast.
The clouds are mostly made of hydrogen, but contain traces of other chemicals, and are prime targets for astronomers hunting for molecules in space.	Skýið er að mestu leyti úr vetni en í því eru líka önnur efni og er það því góður staður fyrir stjörnufræðinga í leit að sameindum í geimnum.
Telescopes such as APEX, which make observations of light at millimetre- and submillimetre-wavelengths, are ideal for detecting the signals from these molecules.	Sjónaukar eins og APEX eru næmir fyrir ljósi með millímetra og hálfsmillímetra bylgjulengd og því kjörnir til að greina ummerki þessara sameinda.
Now, the team has found the characteristic signature of light emitted by hydrogen peroxide, coming from part of the Rho Ophiuchi clouds.	Stjörnufræðingarnir hafa nú fundið fingraför vetnisperoxíðs í ljósi frá svæði í skýinu Rho Ophiuchi.
“We were really excited to discover the signatures of hydrogen peroxide with APEX.	„Okkur þótti afar spennandi að finna merki um vetnisperoxíð með APEX.
We knew from laboratory experiments which wavelengths to look for, but the amount of hydrogen peroxide in the cloud is just one molecule for every ten billion hydrogen molecules, so the detection required very careful observations,” says Per Bergman, astronomer at Onsala Space Observatory in Sweden.	Við vissum að hvaða bylgjulengdum við áttum að leita út frá tilraunum í tilraunastofu en aftur á móti er aðeins ein vetnisperoxíðssameind í skýinu fyrir hverja tíu milljarða vetnissameinda. Mælingin var þess vegna mjög vandasöm“ segir Per Bergman, stjörnufræðingur við Onsala Space Observatory í Svíþjóð.
Bergman is lead author of the study, which is published in the journal Astronomy &amp; Astrophysics.	Bergman er aðalhöfundur greinar um rannsóknina sem birt er í tímaritinu Astronomy &amp; Astrophysics.
Hydrogen peroxide (H2O2) is a key molecule for both astronomers and chemists.	Fyrir stjörnufræðinga og efnafræðinga er vetnisperoxíð (H2O2) mjög mikilvæg sameind.
Its formation is closely linked to two other familiar molecules, oxygen and water, which are critical for life.	Myndun hennar er nátengd tveimur öðrum kunnuglegum sameindum, súrefni og vatni, sem eru lífi nauðsynlegar.
Because much of the water on our planet is thought to have originally formed in space, scientists are keen to understand how it is created [1].	Vatnið að jörðinni er talið hafa myndast í geimnum og því vilja vísindamenn skilja hvernig það verður til þar [1].
Hydrogen peroxide is thought to form in space on the surfaces of cosmic dust grains - very fine particles similar to sand and soot - when hydrogen (H) is added to oxygen molecules (O2).	Talið er að vetnisperoxíð myndist í geimnum á yfirborðum geimrykagna - mjög fínna agna sem eru svipaðar sandi eða sóti - þegar vetni (H) binst súrefnissameind (O2).
A further reaction of the hydrogen peroxide with more hydrogen is one way to produce water (H2O).	Frekari efnahvörf vetnisperoxíðs við vetni er ein aðferð til að búa til vatn (H2O).
This new detection of hydrogen peroxide will therefore help astronomers better understand the formation of water in the Universe.	Þessi nýja mæling á vetnisperoxíði mun þar af leiðandi hjálpa stjörnufræðingum að skilja betur myndun vatns í alheiminum.
“We dont understand yet how some of the most important molecules here on Earth are made in space.	„Við skiljum ekki enn hvernig margar mikilvægustu sameindir á jörðinni verða til í geimnum.
But our discovery of hydrogen peroxide with APEX seems to be showing us that cosmic dust is the missing ingredient in the process,” says Bérengère Parise, head of the Emmy Noether research group on star formation and astrochemistry at the Max-Planck Institute for Radio Astronomy in Germany, and a co-author of the paper.	Uppgötvun okkar á vetnisperoxíði með APEX virðist þó sýna okkur að geimryk sé hráefnið sem vantar í ferlið“ segir Bérengère Parise, yfirmaður Emmy Noether hópsins sem rannsakar myndum stjarna og stjarnefnafræði við Max-Planck Institute for Radio Astronomy í Þýskalandi og meðhöfundur greinarinnar.
