Bye, Jimmy.	Bless, Jimmy.
Merry and Pippin are quite safe.	Kátur og Pípinn eru óhultir.
In fact, they are far safer than you are about to be.	Reyndar eru þeir miklu óhultari en þú verður innan tíðar.
This new Gandalf's more grumpy than the old one.	Þessi nýi Gandalfur er geðstirðari en sá gamli.
That is one of the Mearas unless my eyes are cheated by some spell.	Þetta er einn af Mörunum, nema augu mín láti glepjast af gerningum.
Shadowfax.	Húmfaxi.
He is the lord of all horses and has been my friend through many dangers.	Hann er fremstur allra fáka og hefur verið vinur minn í margri hættuför.
O rowan mine I saw you shine Upon a summer's day Upon your head How golden-red The crown you bore aloft Such a beautiful verse. Is it much further? Bru-ra-hroom.	Ó, tré mitt kært, hve skært var Þá Þitt skin um sumartíð, hve rauð og fín var kórónan Þín, er kólna tók um haust.
Don't be hasty.	Fallegt ljóð.
You might call it far, perhaps.	Þér þætti það kannski langt.
My home lies deep in the forest near the roots of the mountain.	Heimili mitt er djúpt inni í skóginum nálægt rótum fjallsins.
I told Gandalf I would keep you safe. And safe is where I'll keep you.	Ég sagði Gandalfi að ég myndi gæta öryggis ykkar og öryggis ykkar ætla ég að gæta.
I believe you will enjoy this next one too.	Ég held að þið hafið líka gaman af næsta ljóði.
I have business in the forest.	Ég á erindi inn í skóginn.
There are many to call.	Það þarf að kalla á marga.
Many that must come.	Margir sem verða að koma.
From the summit of Barad-dûr, his Eye watches ceaselessly.	Frá tindi Myrkravirkis fylgist Auga hans með öllu.
But he is not so mighty yet that he is above fear.	En hann er ekki enn svo voldugur að hann sé hafinn yfir ótta.
Doubt ever gnaws at him.	Efi nagar hann stöðugt.
The rumor has reached him.	Orðrómurinn hefur borist honum.
The heir of Nûmenor still lives.	Erfingi Númena lifir enn.
Sauron fears you, Aragorn.	Sauron óttast þig, Aragorn.
He fears what you may become.	Hann óttast það sem þú gætir orðið.
And so he'll strike hard and fast at the world of Men.	Hann mun því ráðast hratt og af alefli gegn heimi Mannna.
He will use his puppet Saruman to destroy Rohan.	Hann mun nota undirlægju sína, Sarúman, til að tortíma Róhan.
War is coming.	Stríð er á næstu grösum.
Rohan must defend itself, and therein lies our first challenge for Rohan is weak and ready to fall.	Róhan verður að verja sig og í því felst fyrsta ögrun okkar því Róhanríki er veikt og riðar til falls.
The king's mind is enslaved, it's an old device of Saruman's.	Hugur konungs er í viðjum, það er gamalt bragð Sarúmans.
His hold over King Théoden is now very strong.	Tak hans á Þjóðani konungi er mjög sterkt.
Sauron and Saruman are tightening the noose.	Sauron og Sarúman eru að herða snöruna.
But for all their cunning we have one advantage.	En þrátt fyrir alla þeirra slægð er okkur eitt í vil.
The Ring remains hidden.	Hringurinn er enn falinn.
And that we should seek to destroy it has not yet entered their darkest dreams.	Og það að við leitumst við að tortíma honum hefur ekki enn læðst inn í þeirra myrkustu óra.
And so the weapon of the enemy is moving towards Mordor in the hands of a Hobbit.	Og því er vopn óvinarins á leið til Mordor í höndum Hobbita.
Each day brings it closer to the fires of Mount Doom.	Hver dagur færir hann nær eldum Dómsdyngju.
We must trust now in Frodo.	Við verðum nú að treysta Fróða.
Everything depends upon speed and the secrecy of his quest.	Allt veltur á hraða og launung farar hans.
Do not regret your decision to leave him.	Ekki iðrast þeirrar ákvörðunar að fara frá honum.
Frodo must finish this task alone.	Fróði verður að ljúka þessu verki einn.
He's not alone.	Hann er ekki einn.
Sam went with him.	Sómi fór með honum.
Did he?	Gerði hann það?
Did he, indeed?	Gerði hann það virkilega?
Good.	Gott.
Yes, very good.	Já, ljómandi gott.
The Black Gate of Mordor.	Myrkrahlið Mordor.
Oh, save us.	Hjálpi okkur.
My old Gaffer would have a thing or two to say if he could see us now.	Karlinn hefði ýmislegt að segja ef hann sæi okkur núna.
Master says to show him the way into Mordor. So good Sméagol does, master says so.	Húsbóndinn bað oss að sýna sér leiðina inn í Mordor svo góði Smjagall gerir það því húsbóndinn biður um það.
I did.	Ég gerði það.
That's it, then.	Þetta nær þá ekki lengra.
We can't get past that.	Við komumst ekki þarna í gegn.
Look!	Sjáðu!
The gate.	Hliðið er að opnast.
I can see a way down.	Ég sé leið niður.
Sam, no!	Húsbóndi!
I do not ask you to come with me, Sam.	Ég bið þig ekki að koma með mér, Sómi.
I know, Mr. Frodo.	Ég veit það, Fróði.
I doubt even these Elvish cloaks will hide us in there.	Ég efa að jafnvel Álfaskikkjurnar geti falið okkur þarna inni.
Now! No!	Núna!
No, master!	Nei, húsbóndi!
They catch you!	Þeir ná þér!
Don't take it to him.	Ekki fara með það til hans.
He wants the precious.	Hann vill djásnið.
Always he is looking for it. And the precious is wanting to go back to him. But we mustn't let him have it.	Hann leitar stöðugt að því og djásnið vill fara aftur til hans en við megum ekki láta hann fá það.
There's another way.	Það er önnur leið.
Yes.	Já.
And then a tunnel.	Það er stígur og þrep og svo... göng.
He's led us this far, Sam.	Hann leiddi okkur þetta langt. Nei, Fróði.
Mr. Frodo, no. He's been true to his word.	Hann hefur staðið við heit sín.
Lead the way, Sméagol.	Vísaðu veginn, Smjagall.
Good Sméagol always helps.	Góði Smjagall er alltaf hjálpsamur.
Hello?	Halló?
Treebeard?	Trjáskeggur?
Where has he gone?	Hvert hefur hann farið?
I had the loveliest dream last night.	Mig dreymdi yndislegan draum í nótt.
There was this large barrel, full of pipe-weed.	Það var stór tunna full af tóbaki.
And we smoked all of it.	Og við reyktum það allt.
And then you were sick.	Og svo... varð þér flökurt.
I 'd give anything for a whiff of Old Toby.	Ég gæfi aleiguna fyrir nasaþef af Tobbalaufi.
Did you hear that?	Heyrðirðu þetta?
There it is again.	Þarna er það aftur.
Something's not right here.	Það er eitthvað bogið við þetta.
Not right at all.	Kengbogið.
You just said something...	Þú sagðir eitthvað... trjálegt.
I've always been taller than you.	Ég hef alltaf verið hærri en þú.
Pippin, everyone knows I'm the tall one. You're the short one.	Pípinn, allir vita að ég er sá hærri og þú ert sá lægri.
Please, Merry.	Kátur minn.
You're what? Three-foot-six?	Þú ert hvað? 1,07 metrar í mesta lagi?
You did something.	Þú gerðir eitthvað.
Don't drink it!	Ekki drekka það!
No, Treebeard said that you shouldn't have any.	Nei, Trjáskeggur sagði að þú ættir ekki að fá þér.
I want some!	Ég vil líka!
It could well be dangerous!	Það getur verið hættulegt!
Give me it back.	Skilaðu þessu!
What's happening?!	Hvað er að gerast?
It's got my leg!	Það náði fætinum á mér!
Help!	Hjálp!
Away with you.	Burt með þig.
You should not be waking.	Þú ættir ekki að vera vakandi.
Eat earth. Dig deep.	Éttu mold, grafðu djúpt.
Drink water.	Drekktu vatn.
Go to sleep.	Farðu að sofa.
Come, the forest is waking up.	Komdið, skógurinn er að vakna.
It isn't safe.	Hann er hættulegur.
The trees have grown wild and dangerous.	Trén eru orðin villt og hættuleg.
Anger festers in their hearts.	Reiði hreiðrar um sig í hjörtum þeirra.
Black are their thoughts.	Hugsanir þeirra eru myrkar.
Strong is their hate.	Hatur þeirra er sterkt.
They will harm you if they can.	Þau munu skaða ykkur ef þau geta.
There are too few of us now.	Við erum of fáir eftir.
Too few of us Ents left to manage them.	Of fáir Entur til að hafa umsjón með þeim.
Why are there so few of you when you have lived so long? Are there Ent children? Bru-ra-hroom.	Hvers vegna eruð þið svona fáir úr því þið hafið lifað svo lengi?
And now we cannot find them.	Við týndum þeim og nú getum við ekki fundið þær aftur.
I don't suppose you've seen Entwives in the Shire?	Hafið þið nokkuð séð Entvíf í Héraði?
Can't say that I have.	Ég get ekki sagt það.
You, Pip?	Þú, Pípinn?
What do they look like?	Hvernig líta þær út?
I don't remember now.	Ég man það ekki.
Edoras and the Golden Hall of Meduseld.	Edóras og hin Gullna þekja Medúseld.
There dwells Théoden, King of Rohan whose mind is overthrown.	Þar situr Þjóðan, konungur Róhans, sofandi á verðinum.
Saruman's hold over King Théoden is now very strong.	Tak Sarúmans á Þjóðani konungi er mjög fast.
My lord, your son he is dead.	Herra minn, sonur þinn... hann er dáinn.
My lord?	Herra minn?
Uncle?	Frændi?
Will you not go to him?	Ætlarðu ekki að fara til hans?
Will you do nothing?	Ætlarðu ekki að gera neitt?
Be careful what you say.	Gætið orða ykkar.
Do not look for welcome here.	Ekki búast við að vera vel tekið.
Oh, he must have died sometime in the night.	Hann hlýtur að hafa dáið einhvern tíma í nótt.
What a tragedy for the king to lose his only son and heir.	Hvílíkur harmleikur fyrir konunginn að missa einkason sinn og erfingja.
I understand. His passing is hard to accept.	Ég fæ vel skilið að fráfall hans sé þungbært.
Especially now that your brother has deserted you.	Einkum nú þegar bróðir þinn hefur yfirgefið þig.
Leave me alone, snake!	Láttu mig í friði, naðra!
Oh, but you are alone.	En þú ert alein.
So fair.	Svo fögur.
So cold.	Svo köld.
Like a morning of pale spring still clinging to winter's chill.	Eins og fölur vormorgunn sem heldur enn í vetrarnepjuna.
Your words are poison.	Orð þín eru eitruð.
Your staff.	Stafinn þinn.
You would not part an old man from his walking stick.	Varla tekurðu göngustafinn frá gömlum manni?
My lord, Gandalf the Grey is coming.	Herra, Gandalfur Grái kemur.
He's a herald of woe.	Hann er boðberi válegra tíðinda.
The courtesy of your hall is somewhat lessened of late Théoden King.	Nokkuð hefur hirðsiðum í höll þinni hrakað upp á síðkastið, Þjóðan konungur.
He's not welcome.	Hann er óvelkominn.
Why should I welcome you Gandalf Stormcrow?	Hví ætti ég að taka þér fagnandi, Gandalfur Stormkráka?
A just question, my liege.	Þú hittir naglann á höfuðið, herra.
Late is the hour in which this conjurer chooses to appear.	Það er ansi seint sem þessi loddari ákveður að birtast.
Láthspell I name him. Ill news is an ill guest.	Látspell vil ég nefna hann, Spellvirkja tíðinda og illra hóta spilligest.
Be silent. Keep your forked tongue behind your teeth.	Þér er nær að þegja og halda þinni klofnu tungu innan hvopta.
I have not passed through fire and death to bandy crooked words with a witless worm.	Ég hef ekki farið í gegnum eld og dauða til að skattyrðast skelmisorðum við skynlausan orm.
His staff.	Stafurinn hans.
I told you to take the wizard's staff.	Ég sagði ykkur að taka stafinn hans.
Théoden son of Thengel too long have you sat in the Shadows.	Þjóðan, sonur Þengils... of lengi hefurðu setið í Skuggunum.
I would stay still if I were you.	Ég hefði hægt um mig í þínum sporum.
Hearken to me!	Hlýð þú á mig!
I release you from the spell.	Ég varpa af þér álögunum.
You have no power here Gandalf the Grey.	Þú hefur ekkert vald hér, Gandalfur Grái.
I will draw you, Saruman, as poison is drawn from a wound.	Ég mun draga þig, Sarúman, líkt og eitur er dregið úr sári.
Wait.	Bíddu.
If I go, Théoden dies.	Fari ég... deyr Þjóðan.
You did not kill me you will not kill him.	Þú banaðir mér ekki, þú munt ekki bana honum.
Rohan is mine.	Róhan tilheyrir mér.
Be gone.	Hverf á braut.
I know your face.	Ég þekki þig.
Éowyn.	Jóvin.
Breathe the free air again, my friend.	Andaðu aftur að þér hreinu lofti, vinur minn.
Dark have been my dreams of late.	Dimmar voru draumfarir mínar.
Your fingers would remember their old strength better if they grasped your sword.	Fingur þínir gætu kennt gamals styrkleika ef þeir fyndu tak um sverðshjöltu.
I've only ever served you, my lord.	Ég hef þér einum þjónað alla tíð, herra minn.
Your leechcraft would have had me crawling on all fours like a beast!	Með seiðum þínum hefðirðu látið mig skríða eins og skepnu!
Send me not from your sight.	Sendu mig ekki burt frá þér.
No, my lord!	Nei, herra!
No, my lord.	Nei, herra.
Let him go.	Leyfðu honum að fara.
Enough blood has been spilt on his account.	Nægu blóði hefur verið úthellt fyrir hans tilstilli.
Get out of my way!	Farið frá!
Hail, Théoden King!	Heill, Þjóðan konungi!
Where is Théodred?	Hvar er Þjóðráður?
Where is my son?	Hvar er sonur minn?
Simbelmynä.	Ætíðarblóm.
Ever has it grown on the tombs of my forebearers.	Ætíð hefur það vaxið á gröfum forfeðra minna.
Now it shall cover the grave of my son.	Nú mun það þekja gröf sonar míns.
Théodred's death was not of your making.	Dauði Þjóðráðs var ekki af þínum völdum.
No parent should have to bury their child.	Ekkert foreldri ætti að þurfa að grafa afkvæmi sitt.
He was strong in life.	Hann var sterkur í lifanda lífi.
His spirit will find its way to the halls of your fathers.	Andi hans mun rata til salarkynna forfeðra þinna.
They had no warning.	Þeir fengu enga viðvörun.
They were unarmed.	Þeir voru óvopnaðir.
Now the Wild Men are moving through the Westfold, burning as they go.	Villimennirnir fara um Vestfold og brenna allt sem fyrir verður.
Rick, cot and tree.	Heystakka, bedda og tré.
Where is Mama?	Hvar er mamma?
This is but a taste of the terror that Saruman will unleash. All the more potent for he is driven now by fear of Sauron.	Þetta er aðeins forsmekkurinn af ógnum Sarúmans sem munu magnast því hann er rekinn áfram af ótta við Sauron.
Ride out and meet him head on.	Ríddu fram og mættu honum af hörku.
Draw him away from your women and children.	Leiddu hann burt frá konum og börnum.
You must fight.	Þú verður að berjast.
You have 2000 good men riding north as we speak.	Tvö þúsund vaskir kappar þínir ríða nú í Norðri.
Éomer is loyal to you.	Jómar er trúr þér.
His men will return and fight for their king.	Menn hans munu snúa aftur og berjast fyrir konung sinn.
They will be 300 leagues from here by now.	Þeir eru næstum 1.500 kílómetra héðan.
Éomer cannot help us.	Jómar getur ekki hjálpað okkur.
I know what it is you want of me but I will not bring further death to my people.	Ég veit til hvers þú ætlast af mér en ég mun ekki kalla frekari dauða yfir þjóð mína.
I will not risk open war.	Ég hætti ekki á opið stríð.
Open war is upon you, whether you would risk it or not.	Opið stríð bíður þín hvort sem þú hættir á það eður ei.
When last I looked Théoden, not Aragorn, was king of Rohan.	Síðast þegar ég vissi var Þjóðan, ekki Aragorn, konungur Róhans.
Then what is the king's decision?	Hver er þá ákvörðun konungs?
Take only what provisions you need.	Takið aðeins þær vistir sem þið þarfnist.
Helm's Deep.	Hjálmsdýpi!
They flee to the mountains when they should stand and fight.	Þeir flýja til fjalla í stað þess að berjast þar sem þeir eru.
Who will defend them if not their king?	Hver ver fólkið ef ekki konungurinn?
He's only doing what he thinks is best for his people.	Hann gerir það sem hann álítur best fyrir þjóðina.
